locX,locY
870.6734718,461.924273
662.4094955,557.457092
843.0224332,570.0367953
237.6166172,572.1030267
546.5182196,567.2413056
870.8557864,461.6811869
662.4702671,557.457092
860.5854006,554.7223739
248.251632,578.6055786
712.5459941,386.2029674
720.1424332,354.1156083
892.3689021,525.4305045
478.0894955,618.3501484
714.0045104,352.657092
603.2788131,376.7833828
832.2051039,433.1793472
614.8861721,526.7674777
829.9565579,373.6840356
646.365816,341.2320475
814.581365,418.9588131
650.1336499,473.2277745
829.9565579,377.1480119
645.2111573,340.8674184
814.581365,418.9588131
649.5259347,455.300178
829.9565579,373.6840356
814.0951929,428.9861128
649.7690208,455.4824926
797.4437982,277.1788724
800.968546,384.8052226
618.0462908,360.1927596
218.1697329,558.6725223
809.2334718,613.4884273
432.207003,525.6735905
205.1646291,568.7605935
222.3021958,562.0149555
218.1697329,558.6725223
808.6865282,614.2176855
432.2677745,525.1874184
205.1646291,568.7605935
221.8767953,562.6834421
215.0703858,560.0094955
432.8754896,521.115727
205.1646291,568.7605935
216.6504451,568.3959644
210.5125223,559.3410089
432.571632,511.0276558
207.4739466,576.9039763
236.3404154,374.1094362
290.2447478,312.7302077
281.5544214,319.5366172
187.4801187,287.6315727
279.852819,298.1450445
316.6195846,328.5308012
209.297092,229.5947774
274.4441543,334.1217804
164.2654006,310.4208902
242.1137092,294.7418398
177.8782196,277.9081306
173.4418991,291.1563205
177.452819,319.4150742
403.4620772,487.4483086
707.3196439,573.44
210.9379228,614.0353709
275.2949555,591.6106825
229.4732344,565.2358457
348.0992285,450.9246291
695.1653412,585.6550742
225.401543,434.0909199
187.0547181,504.7074184
209.9655786,495.2878338
687.6296736,566.3905045
260.9528783,384.1975074
250.8040356,418.4118694
185.9608309,469.7637982
668.3043323,558.9763798
259.251276,369.4300297
257.3673591,407.6553116
193.1926409,439.31727
623.8803561,408.6276558
211.2417804,263.6875964
273.2894955,307.078457
320.0835608,287.7531157
634.5153709,337.5857567
228.1362611,225.7661721
260.4059347,286.7807715
305.5591691,293.2833234
626.7973887,241.6883086
247.8262315,259.9805341
355.2702671,265.6930564
625.8250445,234.2134125
243.511454,262.6544807
355.2702671,265.6930564
793.3721068,437.4941246
856.9391098,487.9952522
660.4040356,548.0375074
866.6625519,476.8740653
859.1268843,513.0938872
774.4113947,401.1527596
802.3055193,433.1185757
631.6591098,434.2124629
781.5824332,398.4788131
806.1341246,394.5286647
737.5230861,337.0995846
775.5660534,408.2630267
608.9305638,373.8055786
708.4135312,357.39727
810.6312166,376.6010682
709.3251039,318.0173294
709.3251039,318.0173294
790.9412463,420.2350148
790.9412463,420.2350148
640.8963798,335.7626113
640.8963798,335.7626113
698.3254599,363.2921068
698.3254599,363.2921068
817.1945401,375.3248665
817.1945401,375.3248665
724.7610682,356.2426113
651.2883086,291.338635
696.32,355.0879525
791.0020178,431.1131157
706.8942433,356.3641543
647.5812463,288.3608309
696.32,355.0879525
692.6129377,370.7062315
696.32,355.0879525
718.2585163,337.0388131
620.9025519,378.1811276
