locX,locY
859.1268843,513.0938872
774.4113947,401.1527596
802.3055193,433.1185757
631.6591098,434.2124629
781.5824332,398.4788131
806.1341246,394.5286647
737.5230861,337.0995846
775.5660534,408.2630267
608.9305638,373.8055786
708.4135312,357.39727
810.6312166,376.6010682
709.3251039,318.0173294
709.3251039,318.0173294
790.9412463,420.2350148
790.9412463,420.2350148
640.8963798,335.7626113
640.8963798,335.7626113
698.3254599,363.2921068
698.3254599,363.2921068
817.1945401,375.3248665
817.1945401,375.3248665
724.7610682,356.2426113
651.2883086,291.338635
696.32,355.0879525
791.0020178,431.1131157
706.8942433,356.3641543
647.5812463,288.3608309
696.32,355.0879525
692.6129377,370.7062315
696.32,355.0879525
718.2585163,337.0388131
620.9025519,378.1811276
